ainsworth, ne;42.5499993 -99.8626236
airville, pa;39.8323244 -76.4063509
aitkin, mn;46.5714822 -93.3847595
akhiok, ak;56.9451811 -154.1724021
akron, al;32.8765165 -87.7425105
akron, ia;42.8288818 -96.5594773
akron, ny;43.0150996 -78.49455
akron, oh;41.083064 -81.518485
alabaster, al;33.2442813 -86.8163773
alamagordo, nm;36.3926012 -105.2941318
alamo, ca;37.85638 -122.0038
alamogordo, nm;32.8997997 -105.9603398
alanreed, tx;35.2129702 -100.7326001
alanson, mi;45.444178 -84.786712
albany, ga;31.5782062 -84.1556809
albany, or;44.6365071 -123.1059324
albany, tx;37.88687 -122.2977475
albemarle, nc;35.3501426 -80.2000578
albert, ks;38.4527906 -99.0114836
albertville, al;34.2675937 -86.2088669
albin, wy;41.417795 -104.098298
albion, id;42.4126885 -113.578063
albion, in;41.376028 -85.413862
albion, ne;41.648736 -98.011092
albuqerque, nm;35.084491 -106.651137
albuquerque, nm;35.0841034 -106.6509851
alcoa, tn;35.7895271 -83.9737935
alderwood manor, wa;47.8023821 -122.2586266
alexander city, al;32.944012 -85.9538532
alexandria, la;31.311248 -92.4449087
alexandria, mn;45.88524 -95.37754
algona, ia;43.0699663 -94.233019
alice, nd;27.7522487 -98.0697249
alice, tx;27.7522487 -98.0697249
aliceville, al;33.1295681 -88.1514166
alicia, ar;35.952057 -91.030074
aliquippa, pa;40.6102386 -80.267726
allaire, nj;40.1617805 -74.1229182
allegan, mi;42.5867203 -85.8861492
allegany, ny;42.2446061 -78.0419281
allen, tx;33.1031744 -96.6705503
allendale, sc;32.9635006 -81.3400056
allenspark, co;40.195362 -105.4818359
allentown, pa;40.6022059 -75.4712794
alliance, ne;42.0985408 -102.8711294
alliance, oh;40.9153362 -81.1059309
alma, co;39.2839036 -106.0626174
alma, ga;31.5393701 -82.4623557
almautlak, ak;64.00028 -150.00028
almont, mi;42.9205842 -83.0449348
almy, wy;41.3316124 -111.0046287
almyra, ar;34.4062094 -91.4095682
alpena, mi;45.0616794 -83.4327528
alpine, ca;38.5893934 -119.8345013
alpine, tx;30.3573802 -103.6609367
alpine, wy;43.1616085 -111.0194762
alta, wy;43.7241125 -110.9485481
altadena, ca;34.195275 -118.137227
alton, me;45.0314546 -68.7286452
alton, nh;38.8906038 -90.1842764
altoona, pa;40.518681 -78.394736
altus, ar;35.4461965 -93.7624172
altus, ok;34.6381255 -99.3339754
alvin, il;40.3083697 -87.6083537
alvin, tx;29.4238472 -95.2441009
amagon, ar;35.5620249 -91.1104012
amarillo, tx;35.2072185 -101.8338246
ambler, ak;67.08611 -157.85139
amboy, wa;45.9032277 -122.4656784
amelia, oh;39.0283966 -84.2177136
american falls, id;42.7860227 -112.8544377
americus, ga;32.0723862 -84.2326876
amherst, ne;42.3803676 -72.523143
amherst, nh;37.5851412 -79.0514134
amitchiak lake, ak;64.00028 -150.00028
anacapa island, ca;34.0107087 -119.424581
anaconda, mt;46.128794 -112.942369
anacortes, wa;48.5020123 -122.6237356
anadarko, ok;35.072562 -98.2436626
anaheim, ca;33.8347516 -117.911732
anahuac, tx;29.7730001 -94.6826961
anaktuvuk pass, ak;68.1413944 -151.7359793
anatone, wa;46.134789 -117.1323009
anawalt, wv;37.3359486 -81.4364928
ancho, nm;33.937848 -105.7397082
anchorage, ak;61.2163129 -149.8948523
andalusia, al;31.3085039 -86.4832033
anderson, in;40.1053196 -85.6802541
andover, nj;40.9859311 -74.7421089
andrews, nc;32.3187158 -102.5457155
andrews, tx;32.3187158 -102.5457155
angel fire, nm;36.3930879 -105.2850091
angleton, tx;29.16941 -95.4318847
angola, in;41.672567 -85.000474
angoon, ak;57.5033333 -134.5838889
anguilla, ms;32.9740155 -90.8245437
aniak, ak;61.5783333 -159.5222222
animas, nm;31.9489799 -108.8072777
ann arbor, mi;42.2681569 -83.7312291
anniston, al;33.695381 -85.8398423
anoka, mn;45.2710195 -93.2827625
anson, tx;32.7564766 -99.896788
ansonia, oh;40.214492 -84.6369011
antelope, or;44.9104912 -120.7227463
antigo, wi;45.140245 -89.152335
antimony, ut;41.563389 -112.0132502
antioch, ca;38.0049214 -121.805789
antonia, mo;38.3636553 -90.4655446
antonio, co;39.690908 -103.137281
anza, ca;33.5559483 -116.6745701
apex, nc;35.7325352 -78.8505516
apopka, fl;28.7414145 -81.5344294
apple creek, oh;40.7517229 -81.8393038
apple valley, ca;34.5008311 -117.1858759
applegate, or;42.2570662 -123.1683833
appleton, wi;44.2611337 -88.4067604
arbuckle, ca;39.0174 -122.05775
arcadia, fl;27.2158826 -81.8584164
arcadia, la;32.5490406 -92.920158
arcata, ca;40.866517 -124.08284
arco, id;43.635336 -113.299953
arcola, tx;29.49607 -95.465776
arden, nc;39.8103543 -75.4894662
ardmore, ok;34.1742611 -97.1436254
ardoch, nd;48.237795 -97.275528
arizona city, az;32.7484 -111.6759051
arkville, ny;42.1478659 -74.6198771
arlington hgts, il;42.0812678 -87.9800662
arlington, tn;35.2964487 -89.6617313
arlington, tx;32.701939 -97.1056248
arlington, va;38.8903961 -77.0841585
arlington, wa;48.1810957 -122.1389548
arlington, wy;41.5946899 -106.2083459
armorel, ar;35.9202845 -89.7982424
armstrong, tx;34.9295608 -101.3449139
armuchee, ga;34.3889785 -85.1818955
arnaudville, la;30.3976485 -91.9316052
arnett, ok;36.1350421 -99.7748384
arnold, ne;39.0320784 -76.5025431
arroyo city, tx;26.3378493 -97.4341481
arroyo grande, ca;35.1185869 -120.5907252
artesia, nm;32.8423345 -104.4032963
arvada, wy;44.6535904 -106.1311337
ashby, ne;37.8527496 -122.269777
ashcamp, ky;37.2662195 -82.4348727
ashdown, ar;33.67344 -94.1299625
asheboro, nc;35.7079146 -79.8136446
asheville, nc;35.6009498 -82.5540161
ashford, wa;46.7558826 -122.0192047
ashland, al;33.2417245 -87.5465203
ashland city, tn;36.2742207 -87.0641699
ashland, ne;41.0391711 -96.3683917
ashland, nh;42.1972487 -122.7153995
ashland, or;42.1972487 -122.7153995
ashland, va;37.7594012 -77.4806603
ashland, wi;46.5927574 -90.883917
ashton, id;44.071581 -111.448288
ashton, il;41.8661417 -89.2212088
ashville, nc;44.4878561 -68.1211205
ashville, ny;42.096446 -79.3756044
ashwaubenon, wi;44.4752606 -88.060735
aspen, co;39.1911128 -106.8235606
astatula, fl;28.7097167 -81.7328542
astoria, il;40.227545 -90.3595683
astoria, or;46.187885 -123.831256
athens, al;34.779486 -86.9164543
athens, ga;33.992902 -83.353697
athens, la;32.6504281 -93.025717
athens, mi;42.0886576 -85.2347052
athens, tn;35.4428864 -84.5930113
athens, tx;33.9597677 -83.376398
athens, wv;37.4223414 -81.0161994
athol, id;47.9479601 -116.7079745
atigun pass, ak;68.1302232 -149.4819806
atkins, ar;35.2464719 -92.9365581
atkinson, ne;42.8384221 -71.1470037
atlanta, ga;33.7490987 -84.3901849
atlanta, id;43.847915 -115.253751
atlanta, ks;38.708725 -75.6779851
atlantic city, nj;39.3642852 -74.4229351
atlantic, ia;41.4036007 -95.0138776
atlantic ocean, fl;26.1209411 -80.1043375
atmore, al;31.0237921 -87.4938708
attalla, al;34.0336925 -86.1022295
attica, in;40.2942012 -87.2489024
atwood, ks;39.7994772 -88.4622789
aubrey, tx;33.3142085 -96.9756323
auburn, al;32.527002 -85.4367484
auburn, ca;39.014933 -121.07047
auburn center, pa;41.6897979 -76.0365913
auburn, in;41.3669902 -85.0588632
auburn, me;44.0978509 -70.2311655
auburn, ne;40.392616 -95.839047
auburn, ny;42.9320202 -76.5672029
auburn, oh;39.3911659 -84.7021724
augusta, ga;33.4709714 -81.9748429
augusta, ks;37.6913769 -96.9707179
augusta, me;44.310583 -69.779663
aurora, co;39.729432 -104.8319196
aurora, in;39.0570022 -84.9013402
aurora, nc;35.3054322 -76.7886736
aurora, or;45.2310497 -122.7550359
austell, ga;33.8126059 -84.6343783
austin, nv;39.4932592 -117.0695386
austin, tx;30.2711286 -97.7436995
auxvasse, mo;39.0180962 -91.8971198
avalon, ca;33.34281 -118.32785
avenal, ca;36.0041223 -120.1290272
avery, id;47.25076 -115.80635
avinger, tx;32.8998554 -94.5563119
avon, oh;41.4516512 -82.0350598
avon park, fl;27.5960827 -81.5060858
axis, al;30.9299052 -88.0272209
axton, va;36.65958 -79.71198
azle, tx;32.910378 -97.5519661
aztec, nm;36.8220629 -107.9928992
azusa, ca;34.1338751 -117.9056046
babb, mt;48.860261 -113.4367629
bacliff, tx;29.5068965 -94.992427
bad axe, mi;43.801959 -83.000777
badger, sd;44.485245 -97.204792
bagdad, az;34.57774 -113.1742845
bagley, al;33.7556599 -87.001665
bailey, co;39.4064662 -105.4717013
baileyville, il;42.197398 -89.5880984
bainbridge, ga;41.386443 -81.339553
bainbridge, in;30.9038252 -84.5754768
bainbridge, ny;42.2935152 -75.4792592
bainbridge, oh;41.386443 -81.339553
baird, tx;32.3948561 -99.394051
baker, ca;35.26498 -116.07446
baker city, or;44.7748748 -117.8343848
baker hill, al;33.9728785 -85.4244005
baker, nv;39.0121773 -114.1233264
baker, or;44.7259637 -117.6204818
bakersfield, ca;35.3738712 -119.0194639
bakersville, nc;40.5317371 -78.788079
baldwin, il;38.1831051 -89.8426029
ballantine, mt;45.9488511 -108.1451196
ballston spa, ny;43.0009087 -73.8490111
baltimore, md;39.2908816 -76.610759
bancroft, ia;43.2927386 -94.2180192
bancroft, id;42.7201961 -111.8857901
bandera, tx;29.7309935 -99.0699377
bandon, or;43.118913 -124.408322
bangor, ca;44.8011821 -68.7778138
banks, or;45.6185986 -123.1143011
banner elk, nc;36.1631818 -81.8715019
banning, ca;33.9255685 -116.875289
baptistown, nj;40.5217698 -75.006003
bargaintown, nj;39.3626162 -74.5809892
barker, ny;43.330334 -78.554531
barkhamsted, ct;41.9292629 -72.9139904
barnardsville, nc;35.777612 -82.4548511
barnwell, sc;33.2448733 -81.3587178
barre, ma;42.4228679 -72.1050787
barrett, tx;29.8799451 -95.0629848
barrow, ak;71.29058 -156.78872
barstow, ca;34.8957684 -117.0172077
barstow, md;38.5254 -76.6160699
bartlesville, ok;36.7494864 -95.9782966
bartlett, tx;41.9908485 -88.1850028
barton, al;34.738701 -87.8911457
bartonville, il;40.6503158 -89.6520455
bartow, fl;27.8851866 -81.8140878
bass lake, ca;37.32467 -119.56625
bastrop, la;32.7757026 -91.9072506
batavia, ny;42.9980144 -78.1875515
bates city, mo;39.0061187 -94.072446
bates, or;44.5901982 -118.5134889
batesville, ar;35.769799 -91.6409722
batesville, tx;35.769799 -91.6409722
bath, ny;42.3370164 -77.3177577
baton rouge, la;30.4459596 -91.18738
battle creek, mi;42.3192548 -85.1824269
battle ground, wa;45.7813532 -122.5337433
battle mountain, nv;40.6421334 -116.9342671
battleboro, nc;36.0490424 -77.7491431
battleground, wa;41.9713178 -92.6286356
battlement mesa, co;39.444497 -108.0083919
baudette, mn;48.712474 -94.59993
baxter, ca;39.21295 -120.78105
baxter springs, ks;37.0236759 -94.7355042
bay city, mi;43.5944677 -83.8888648
bay city, tx;28.9827565 -95.969402
bay minette, al;30.8829628 -87.7730474
bay st. louis, ms;30.3132823 -89.3343223
bayfield, co;46.4710241 -91.1983175
bayport, ny;40.7384317 -73.0506656
baytown, tx;29.7355047 -94.9774274
bealeton, va;38.5717898 -77.7638814
beans purchase, nh;44.2865794 -71.1064607
bear valley, ca;38.464634 -120.039909
beardstown, il;40.0175483 -90.4242916
beaufort, sc;32.4315813 -80.6698286
beaumont, ca;33.92703 -116.954753
beaumont, tx;30.0860459 -94.1018461
beaver, ak;36.8161371 -100.5198713
beaver dam, az;36.8999104 -113.9353934
beaver dam, wi;43.4577692 -88.837329
beaver falls, pa;40.7520097 -80.3192295
beaver island, mi;45.6660781 -85.5544216
becker, mn;46.9298236 -95.6761851
beckwourth, ca;39.8516455 -120.4064368
bedford, in;38.8611619 -86.4872149
bedford, pa;40.0271453 -78.5237447
bedford park, il;41.7628101 -87.8000551
bedford, va;37.3123905 -79.5399003
bedias, tx;30.7757486 -95.949397
bedminster, nj;40.680657 -74.6454373
beedeville, ar;35.4289722 -91.109845
beekman, ny;41.6109269 -73.7129076
beeler, ks;38.4444607 -100.194855
beeville, tx;28.4008319 -97.7483312
belden, ca;40.0015725 -121.2694909
beldon, ca;33.978622 -117.48524
belen, nm;34.6628366 -106.7764161
belfair, wa;47.5023158 -122.7773648
belington, wv;39.025097 -79.9355873
bell buckle, tn;35.5917382 -86.3541598
bellaire, mi;44.980282 -85.211173
bellbrook, oh;39.6358399 -84.0701766
belle chase, la;29.5766014 -89.5742258
belle chasse, la;29.8549287 -89.9906253
belle fourche, sd;44.670905 -103.851407
belle harbor, ny;40.577552 -73.8485768
belle plaine, mn;37.3939098 -97.281155
belle plaines, ia;41.884859 -91.064493
belle vernon, pa;40.1250725 -79.8664356
belleview, fl;29.0552578 -82.0623105
belleville, mi;42.2048414 -83.4852106
bellevue, wa;47.6144219 -122.1923372
bellingham, wa;48.754402 -122.4788602
bellville, oh;40.6200589 -82.5107222
belmar, nj;40.1784471 -74.0218037
belmont, oh;40.0057737 -81.0097516
beloit, ks;42.5083272 -89.031784
beloit, wi;42.5083272 -89.031784
belton, mo;38.8108097 -94.5313502
beluga, ak;61.1748235 -151.1646035
belvedere ctr, vt;44.771425 -72.741305
belvidere, nc;42.2579991 -88.841734
belvidere, sd;43.8319373 -101.271531
belview, mn;44.6052358 -95.3294509
belzoni, ms;33.1842912 -90.4892563
bemidji, mn;47.478654 -94.890802
ben wheeler, tx;32.4464139 -95.7041948
benavides, tx;27.592468 -98.414188
bend, or;44.0581728 -121.3153096
bennett, co;43.1854085 -101.655263
bennettsville, sc;34.6173803 -79.6847814
bennington, vt;43.0125713 -73.1473048
benson, az;31.9678731 -110.294576
benson, nc;35.38211 -78.54862
bentley creek, pa;41.9485719 -76.7158744
bentley, ks;37.886596 -97.516631
benton city, wa;46.2631897 -119.487802
benton harbor, mi;42.1167065 -86.4541894
benton, ks;34.5645372 -92.586828
benton, la;32.6948677 -93.7418454
benton, tn;36.0345286 -88.101285
bentonville, ar;36.3728538 -94.2088172
beresford, sd;43.080545 -96.773655
bergheim, tx;29.82744 -98.5753
berkeley spring, wv;39.4535243 -78.0395522
berlin, ma;42.381204 -71.6370121
berlin, md;38.3226154 -75.2176892
berlin, nj;39.7912262 -74.9290536
berlin, vt;44.2100759 -72.6034049
bermuda dunes, ca;33.7438202 -116.2863072
bernalillo, nm;35.0349239 -106.6870693
bernard, ia;42.3122305 -90.8318003
berrien springs, mi;41.9464336 -86.3388965
berryman, mo;37.4761605 -90.687898
berryville, va;39.1517713 -77.9822193
berthold, nd;48.306397 -101.686644
berthoud, co;40.3083174 -105.0810924
bertrand, ne;40.5211369 -99.6321081
berwick, me;43.2659168 -70.8645039
bessemer, al;33.3823635 -86.9172047
bethalto, il;38.9092138 -90.0406608
bethany, il;39.6455916 -88.7381252
bethany, ok;35.5186728 -97.6322648
bethel, ak;60.7922222 -161.7558333
bethel, me;44.428414 -70.770035
bethel, ok;34.3598256 -94.8374465
bethel, pa;40.4743954 -76.2917678
bethel/msp, mn;45.378819 -93.181672
bethlehem, pa;40.58883 -75.351958
bethpage, tn;36.0345059 -87.6277972
bettles, ak;66.9188889 -151.5161111
beverly, ma;42.5584284 -70.8800491
bickleton, wa;45.9979065 -120.3006062
big bear, ca;33.9364 -117.89287
big bear city, ca;34.267886 -116.8485979
big bear lake, ca;34.2439 -116.91142
big creek, id;45.1301194 -114.9584103
big island, ar;35.928961 -90.4339932
big lake, ak;45.3324647 -93.7460804
big lake, mn;45.3324647 -93.7460804
big lake, tx;45.3324647 -93.7460804
big pine, ca;37.165942 -118.3005833
big pine key, fl;24.6698652 -81.353969
big sandy, mt;48.179976 -110.111445
big spring, tx;32.250398 -101.4787356
big sur, ca;36.270241 -121.8074545
big timber, mt;45.834901 -109.955311
bigfork, mt;48.0632865 -114.0726134
biggs, ca;39.40672 -121.753522
billings, mt;45.7874957 -108.49607
bingham canyon, ut;40.5327476 -112.1404713
binghamton, ny;42.096968 -75.914341
birchwood, wi;45.6580886 -91.5561191
bird island, mn;46.3999937 -93.8494235
bird-in-hand, pa;40.0387098 -76.1821771
birmingham, al;33.5206824 -86.8024326
birmingham, mi;42.5467012 -83.2113192
bishop, ca;37.363679 -118.3952405
bishopville, sc;34.2182107 -80.2484056
bismarck, nd;46.808327 -100.783739
bittinger, md;39.6023092 -79.2233674
bixby, ok;35.9420431 -95.8833235
black diamond, wa;47.3083078 -122.0037583
black mountain, nv;39.276608 -114.5577861
blackduck, mn;47.73301 -94.548579
blackwell, ok;36.8044767 -97.2828207
blain, pa;40.3384161 -77.5124882
blaine, mn;45.1607987 -93.2349489
blairstown, mo;38.5558482 -93.960774
blairstown, nj;40.9828753 -74.9604501
blairsville, ga;40.4311796 -79.260869
blakely, ga;34.6967585 -93.0693468
blanchard, id;48.0168468 -116.9838096
blanchester, oh;39.2931174 -83.9888205
blanco, tx;30.2419274 -98.4004594
blandburg, pa;40.6870075 -78.4108512
blanding, ut;37.6239617 -109.4780205
blichton, ga;32.197146 -81.43789
bliss, id;42.9267744 -114.9492739
block island, ri;41.1892854 -71.5677889
bloomfield, ct;41.853764 -72.7367704
bloomfield, mo;36.6905571 -107.9841351
bloomfield, nm;36.6905571 -107.9841351
bloomingburg, oh;39.6050616 -83.3954726
bloomington, il;40.4731073 -88.9941403
bloomsburg, pa;41.0041213 -76.453816
bloomville, oh;41.0520001 -83.0149129
blountville, tn;36.5331586 -82.326806
blue ash, oh;39.2320073 -84.3782817
blue bell, pa;40.147809 -75.272781
blue canyon, ca;39.2572753 -120.7108253
blue earth, mn;44.0109722 -94.0560643
blue mountain, ms;34.670931 -89.0264538
blue ridge, tx;34.863972 -84.324087
blue river, or;44.1618955 -122.3326256
blue springs, ne;40.139446 -96.65919
bluefield, va;37.2526133 -81.2713436
bluefield, wv;37.2698395 -81.2223195
bluff city, ks;38.9639343 -89.0464537
bluffton, in;40.7386579 -85.1716368
bluffton, oh;40.8934811 -83.8915862
bluffton, sc;32.2717042 -80.9357948
blyn, wa;48.0216921 -123.0057095
blythe, ca;33.5603938 -114.9120691
blytheville, ar;35.9272953 -89.9189754
boca raton, fl;26.3586885 -80.0830984
bogalusa, la;30.7910204 -89.8486858
bohemia, ny;40.7694091 -73.1148664
bois d'arc, mo;37.2564382 -93.507696
boise city, ok;36.7297888 -102.5131325
boise, id;43.61656 -116.200835
bonners ferry, id;48.6912792 -116.3161408
bonnyman, ky;37.2898169 -83.2362862
boone, ia;42.0171798 -93.9254114
boone, nc;36.216795 -81.6745517
boones mill, va;37.098391 -79.95233
boonsboro, md;39.5061332 -77.652425
boonville, mo;38.9751547 -92.7440277
boonville, ny;43.4843153 -75.3357941
borger, tx;35.706837 -101.398793
boring, or;45.4300573 -122.3735225
borrego springs, ca;33.255356 -116.3569466
boscobel, wi;43.1344278 -90.7054009
bossier city, la;32.5066112 -93.6514936
bostic, nc;33.3037295 -87.9494646
boston, ma;42.3602534 -71.0582912
bothell, wa;47.7598697 -122.2068288
boulder city, nv;35.9785912 -114.8324851
boulder, co;40.049468 -105.201421
bow, ky;36.7625626 -85.3449623
bowie, az;32.3264652 -109.4870088
bowie, md;38.9429659 -76.731234
bowleys qrtrs, md;39.341861 -76.395834
bowling green, ky;36.9903199 -86.4436018
bowling green, oh;41.3747744 -83.6513229
bowman, ca;39.243304 -120.071406
bowman, nd;38.4964374 -87.3469602
bowmont, id;43.4559955 -116.5409591
boxborough, ma;42.4934474 -71.5141044
boyceville, wi;45.0435742 -92.0410145
boyd, tx;44.9519088 -91.0348656
boyne city, mi;45.216675 -85.013942
boyne falls, mi;45.168065 -84.916157
boynton beach, fl;26.5253491 -80.0664309
bozeman, mt;45.679984 -111.044675
braceville, il;41.2269765 -88.2647833
brackettville, tx;29.3105125 -100.4178563
bradenton, fl;27.4989278 -82.5748194
bradford, ny;42.3711837 -77.1088596
bradford, pa;41.7746685 -76.5264613
bradford, vt;43.9945985 -72.1277416
bradley, ar;33.09819 -93.6549
bradley, fl;27.7953069 -81.9803629
bradley, sc;34.0492887 -82.2445691
brady, tx;31.1317825 -99.334939
braggs, ok;35.6634306 -95.1980169
brainard, ne;41.1842865 -97.0024306
brainerd, mn;46.3580221 -94.2008288
brandt, sd;44.663575 -96.624222
brandy station, va;38.5017919 -77.8936062
brandywine, md;38.6967833 -76.8477485
branson, mo;36.6440399 -93.217133
brantley, al;31.5823832 -86.2571786
brattleboro, vt;42.8509152 -72.5578678
brawley, ca;33.018515 -115.5159425
brea, ca;33.9170444 -117.8888557
breakabeen, ny;42.524243 -74.4095876
breckenridge, tx;39.4816537 -106.0383518
bremerton, wa;47.5653663 -122.6246836
brenham, tx;30.1668828 -96.3977442
brentwood, ca;37.922228 -121.668359
brentwood, tn;36.0325687 -86.7825235
brevard, nc;35.2334472 -82.7342919
brewer, me;44.796942 -68.760681
brewster, ma;41.7601093 -70.082796
brickeys, ar;34.8603259 -90.5930143
bridge, id;42.12936 -113.3425
bridgeport, ca;38.248505 -119.19876
bridgeport, ct;41.1670412 -73.2048348
bridgeport, ne;41.667691 -103.098158
bridgeport, wv;39.2864787 -80.2561981
bridger, mt;45.2957807 -108.9137544
bridgeton, mo;38.7669954 -90.4115057
bridgeville, de;38.7427231 -75.6032026
briggsdale, co;40.634705 -104.3268953
brigham city, ut;41.5103717 -112.0155619
brighton, ar;36.067568 -90.356213
brighton, co;39.9853731 -104.8218074
brighton, mi;42.5316918 -83.7846458
brilliant, al;34.0253797 -87.7583574
brinkley, ar;34.8878719 -91.1945688
brinnon, wa;47.6792604 -122.8982206
bristol, in;41.7212656 -85.817728
bristow, ok;35.8306334 -96.391118
broadalbin, ny;43.0586846 -74.1965206
broadhead, wi;43.015696 -89.281815
broadus, mt;45.443881 -105.40749
broadview hts, oh;41.3139426 -81.6851271
brockport, ny;43.213671 -77.93918
brockway, mt;47.2977834 -105.7625087
broken arrow, ok;36.0525993 -95.7908195
broken bow, ne;41.4019314 -99.6420123
bronson, fl;29.4477445 -82.6423336
brook, in;40.8661167 -87.3632768
brookeville, md;39.1807943 -77.0591072
brookfield, wi;43.0605671 -88.1064787
brookhaven, ms;31.5790588 -90.4406506
brookhaven, ny;40.7792653 -72.9153827
brookland, ar;35.900073 -90.5820534
brooklet, ga;32.3796294 -81.6631659
brookline, nh;42.3317642 -71.1211635
brooklyn, ct;41.7881541 -71.9497957
brooklyn, mi;42.105874 -84.2482819
brooklyn, ny;40.6501038 -73.9495823
brooks, ga;30.8336559 -83.5958387
brookston, in;46.8677233 -92.6038061
brooksville, fl;28.5552719 -82.3878709
brooksville, ky;38.6825719 -84.0657632
brooksville, ms;33.2345685 -88.5822673
brookville, oh;39.8367207 -84.4113366
broomfield, co;39.9379892 -105.0587294
broussard, la;30.1471506 -91.9612413
brownfield, tx;33.1812035 -102.2743489
browning, mt;48.557743 -113.0172586
browns valley, ca;39.2421139 -121.4091297
brownsboro, al;34.7492568 -86.443044
brownsburg, in;39.8433769 -86.3977736
brownsville, tn;35.5939671 -89.262291
brownsville, tx;25.9140256 -97.4890856
brownton, mn;39.8703801 -76.562201
browntown, va;40.6717657 -75.2279545
browntown, wi;42.5774294 -89.7942565
brownwood, tx;31.7070026 -98.9831022
bruce, wi;45.4569087 -91.2732106
brunswick, ga;31.180919 -81.493973
brush prairie, wa;45.7289341 -122.5421437
bryan, tx;30.6580584 -96.3527592
bryant, sd;44.590523 -97.467301
bryceville, fl;30.3846821 -81.9387195
bryson city, nc;35.4309291 -83.447381
buckeye, az;33.377888 -112.5726881
buckland, ma;42.592307 -72.7917601
buckley, wa;47.1622483 -122.027746
buda, tx;30.108361 -97.989275
buena park, ca;33.870413 -117.9962165
buena vista, co;38.8422178 -106.1311288
buffalo, mo;40.8421618 -99.0845816
buffalo, ny;42.8867166 -78.8783922
buffalo, wy;44.348308 -106.698938
buford, ga;34.1206564 -84.0043513
buhl, id;42.5990714 -114.7594946
bullfrog, ut;37.5157797 -110.7295477
bullhead city, az;35.1477774 -114.5682983
bulverde, tx;29.7438332 -98.4530729
bumping lake, wa;46.8563642 -121.3133342
bunker hill, ks;37.6189343 -94.6905172
bunnell, fl;29.4657731 -81.2576832
burbank, ca;34.1816482 -118.3258554
burbank, wa;46.2010524 -119.0135347
burke, sd;43.1825 -99.292045
burkes garden, va;37.0981725 -81.3409367
burley, id;42.5357428 -113.7927948
burley, wa;47.417874 -122.6309669
burlington, ct;41.7613409 -72.9576863
burlington, ia;40.8075391 -91.1129234
burlington, il;42.0528038 -88.5481412
burlington, ky;39.02756 -84.7241133
burlington, mi;42.1067125 -85.0796988
burlington, nc;36.0956918 -79.4377991
burlington twp., nj;40.072587 -74.8870076
burlington, vt;44.4723989 -73.2114941
burlington, wa;40.8075391 -91.1129234
burlington, wi;44.4723989 -73.2114941
burlington, wy;44.447128 -108.432323
burnet, tx;30.7591332 -98.2244422
burns, or;43.5862607 -119.0541032
burns, wy;43.5862607 -119.0541032
burnsville, nc;44.7677424 -93.2777226
